"","AM.AD.1","AM.AD.2","AM.F10.T1","AM.F10.T2","DA.AD.1","DA.AD.1T","DA.AD.2","DA.AD.3","DA.AD.3T","DA.AD.4","ES.AD.1","ES.AD.2","ES.AD.3","ES.AD.4","FR.AD.1","FR.AD.2","FR.AD.3","FR.AD.4","FR.AD.5","FR.AD.6","FR.AD.7","FR.AD.8","IT.AD.1","IT.AD.2","IT.AD.3","IT.AD.4","IT.AD.5","IT.AD.6","JP.AD.1","JP.AD.2","JP.AD.3","JP.AD.4","JP.AD.5","JP.AD.6","JP.AD.7","JP.AD.8","JP.AD.9","JP.IN.1","JP.IN.2","JP.IN.3","JP.IN.4","MH0001","MH0002","MH0003","MH0004","MH0005","MH0006","MH0007","MH0008","MH0009","MH0010","MH0011","MH0012","MH0013","MH0014","MH0015","MH0016","MH0017","MH0018","MH0019","MH0020","MH0021","MH0022","MH0023","MH0024","MH0025","MH0026","MH0027","MH0028","MH0030","MH0031","MH0032","MH0033","MH0034","MH0035","MH0036","MH0037","MH0038","MH0039","MH0040","MH0041","MH0042","MH0043","MH0044","MH0045","MH0046","MH0047","MH0048","MH0049","MH0050","MH0051","MH0052","MH0053","MH0054","MH0055","MH0056","MH0057","MH0058","MH0059","MH0060","MH0061","MH0062","MH0063","MH0064","MH0065","MH0066","MH0067","MH0068","MH0069","MH0070","MH0071","MH0072","MH0073","MH0074","MH0075","MH0076","MH0077","MH0078","MH0079","MH0080","MH0081","MH0082","MH0083","MH0084","MH0085","MH0086","TS1_V2","TS10_V2","TS100_V2","TS101.2_V2","TS103_V2","TS104_V2","TS105_V2","TS106_V2","TS107_V2","TS109_V2","TS11_V2","TS110_V2","TS111_V2","TS115_V2","TS116_V2","TS117_V2","TS118_V2","TS119_V2","TS12_V2","TS120_V2","TS124_V2","TS125_V2","TS126_V2","TS127_V2","TS128_V2","TS129_V2","TS13_V2","TS130_V2","TS131_V2","TS132_V2","TS133_V2","TS134_V2","TS135_V2","TS136_V2","TS137_V2","TS138_V2","TS139_V2","TS14_V2","TS140_V2","TS141_V2","TS142_V2","TS143_V2","TS144_V2","TS145_V2","TS146_V2","TS147_V2","TS148_V2","TS149_V2","TS15_V2","TS150_V2","TS151_V2","TS152_V2","TS153_V2","TS154.2_V2","TS155_V2","TS156_V2","TS16_V2","TS160_V2","TS161_V2","TS162_V2","TS163_V2","TS164_V2","TS165_V2","TS166_V2","TS167_V2","TS168_V2","TS169_V2","TS17_V2","TS170_V2","TS178_V2","TS179_V2","TS180_V2","TS181_V2","TS182_V2","TS183_V2","TS184_V2","TS185_V2","TS186_V2","TS19_V2","TS190_V2","TS191_V2","TS192_V2","TS193_V2","TS194_V2","TS195_V2","TS2_V2","TS20_V2","TS21_V2","TS22_V2","TS23_V2","TS25_V2","TS26_V2","TS27_V2","TS28_V2","TS29_V2","TS3_V2","TS30_V2","TS31_V2","TS32_V2","TS33_V2","TS34_V2","TS35_V2","TS37_V2","TS38_V2","TS39_V2","TS4_V2","TS43_V2","TS44_V2","TS49_V2","TS5_V2","TS50_V2","TS51_V2","TS55_V2","TS56_V2","TS57_V2","TS6_V2","TS61_V2","TS62_V2","TS63_V2","TS64_V2","TS65_V2","TS66_V2","TS67_V2","TS68_V2","TS69_V2","TS7_V2","TS70_V2","TS71_V2","TS72_V2","TS73_V2","TS74_V2","TS75_V2","TS76_V2","TS77_V2","TS78_V2","TS8_V2","TS82_V2","TS83_V2","TS84_V2","TS85_V2","TS86_V2","TS87_V2","TS88_V2","TS89_V2","TS9_V2","TS90_V2","TS91_V2","TS92_V2","TS94_V2","TS95_V2","TS96_V2","TS97_V2","TS98_V2","TS99.2_V2"
"Lachnobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053641,0.0004025,0.00081115,0.00066583,0,0,0.00100824,0.0020915,0.00165601,0.00033843,0.00070526,0.00146906,0.00111937,0,0,0.00142418,0,0,0,0,0.00189404,0.00063555,0.00094835,0.0002369,0.00074576,0.00071571,0.00093029,0.00026142,0.00140054,0.00031036,0.00039629,0,0.00029312,0.00033242,0.00023941,0.00120382,0.00029904,0.00203134,0.00036104,0,0.00067843,0.00068497,0.00028807,0,0,0.00049202,0.0005662,0.00037937,0.00082586,0.00104887,0.00072845,0,0.0004532,0,0.00065726,0.00115372,0.00047008,0,0.00041616,0.00122826,0.0006221,0.0003862,0.00089446,0.00047676,0.00226434,0.00098178,0.00116839,0.00251141,0.0013112,0.00026828,0,0.00082363,0.00024483,0.00142345,0.00025107,0.00044762,0.00070671,0,0.00034607,0.00032189,0.00221352,0.00093118,0,0,0,0.00172117,0.0002624,0.00021839,0.00082432,0.00085278,0.00124806,0.00057537,0.00302167,0.00109238,0,0.00224645,0.00084483,0.00090303,0.00055885,0.00466879,0.00103975,0.00122909,0.00048824,0.00218998,0.0004724,0.00040252,0.00126118,0.00269015,0.00177886,0.00039845,0.00165507,0.00095119,0.00044615,0.00034099,0,0.0001188,0.00143505,0,0,0.00020868,0.000731,0,0.00085783,0.00023677,0,0.00065132,0.0014052,0.00135089,0.00253481,0.00027163,0.0004489,0,0.0003159,0.00036731,0,0.0006897,0,0,0,0.00041369,0.00025056,0.00042273,0,0.00120409,0.00119053,0.00104134,0.00150865,0.00052058,0,0.00031779,0.00068223,0.00040886,0.00026779,0
"Anaeroglobus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076008,0,0,0,0,0,0,0,0,0,0,0,0,0.00030975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.413e-05,0,0,0,0,0,0,0,0,3.205e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.851e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dysgonomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.836e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megamonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13129854,0,0,0,0,0,0,0,0,0,0,0,0,0.00444288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05809935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02532823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14810522,0,0,0,0,0,0,0,0,0,0,0
"Gallicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.701e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sneathia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victivallis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579895,0,0,0,0,0,0,0,0,0.00130112,0,0,0.00146432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003116,0.00083512,0,0,0,0,0,0.00415327,0,0,0,0,0,0,0,0,0,0,0,0,0.00257457,0,0,0,0,0,0,0,0,0,0,0,0,0.00353804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Varibaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solirubrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allisonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017947,0.0004025,0.0005411,0.00033341,0,0,0,0,0,0,0,0,0,0.00414608,0.00357779,0.0002382,0,0,0,0,0,0,0,0,0,0,0,0,0.00046751,0,0.00039629,0,0,0,0.00238515,0,0,0,0,0.00131427,0,0.00045698,0.00028807,0,0,0.00073754,0.0001894,0,0,0,0.00024348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058067,0,0,0,0.0007512,0.00089424,0.00070671,0,0,0,0,0,0,0,0,7.919e-05,0.00017527,9.417e-05,0,0,0,0,0,0,0,0,0,0,0.00095731,0.00017177,0,0,0,0,0,0,0.00094613,0,0,0,0.00027668,4.851e-05,0.00356219,0.00017099,0,0,0.00143505,0,0,0,0,0,0,0.00070831,0,0,0,0,0,0.00135413,0,0,0,0,0,0,0,0,0.00084894,0,0,0.00042273,0,0,0,0.00034778,0.00150865,0,0,0,0,0,0,0
"Tepidibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682647,0,0.00033341,0.00759183,0.00195751,0,0.00313676,0.00138018,0,0.00669151,0.00036801,0.00056018,0.00103727,0,0.00047539,0.00040897,0,0.00046254,0,0,0,0.00094835,0.00283179,0.00055957,0,0,0,0.00070077,0.00031036,0.00355863,0,0,0,0.0016699,0,0.00298143,0.00020403,0,0,0.00169458,0.00661274,0.00028807,0,0,0.00073754,0,0.00015235,0.00019135,0,0.00436569,0,0,0,0.00262604,0.00173008,0,0.00109946,0,0.00417369,0.00683311,0.00654944,0,0.00190404,0.00867712,0,0.00280274,0,0.00163875,0.00347564,0.00029084,0,0.00243927,0.00116482,0,0.00044762,0.00035385,0,0.00073427,0.00032189,0.00284566,0,0,0,0.00127508,0.00015738,0.00267311,6.311e-05,0.00033033,0.00042689,0.00086435,0.00086255,0.00835819,0.00156012,0,0,0,0.00085555,0.00039946,0,0.01402414,0.00859763,0.00024462,0.00170354,0.00314365,0,0,0.00044919,0.00105155,0,0.00379157,0.00028606,0,0.00051098,0,0,0,0.00035074,0,0.00062404,0.00255601,0,0,0.00047254,0,0.00138292,0.0014052,0.00864028,0.00050776,0.00054225,0.00268842,0,0.00157548,0.00293147,0.00206589,0.00306884,0.00049793,0,0.00042497,0,0.00074967,0.00042273,0,0.00040203,7.535e-05,0.00034778,0.00150865,0.00052058,0.00053704,0,0,0.00040886,0,0
"Hespellia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196419,0.0004025,0,0.00066583,0.00379641,0.00146838,0.00604444,0.00034942,0.00055267,0,0.0010574,0,0.00111937,0,0.0002114,0.00284736,0.00040897,0.00092727,0,0,0.01514534,0.00729837,0.0018957,0,0.00037338,0,0.00292161,0.00625115,0.00466614,0.0148502,0.00079158,0.00568154,0,0.00099527,0.00023941,0.00270734,0.00476968,0.00076238,0,0,0.0084689,0.00091296,0.00057514,0.00031424,0.00126382,0.00638432,0.00282698,0.00015235,0.0002548,0.0031446,0.00024348,0.00029919,0.00067931,0.00678161,0,0.00115372,0.00328455,0,0.00041616,0.01153727,0.00621201,0.00423822,0.00044773,0.00142828,0.00075544,0.0013087,0.00233578,0,0,0.00053556,0,0.00288021,0.00024483,0.00142345,0.0007512,0.00223411,0.00317667,0,0.0066004,0.00032189,0.00537425,0.00480691,0.0017798,0.0017003,0.00095656,0.0124331,3.004e-05,0.00164692,0.02288919,0,0.007963,0.00764008,0.02839531,0.00717294,0.00372904,0.00695121,0.00464207,0.00014342,0.00039946,0.00039947,0,0,0.00024462,0.00073066,0.00094379,0.01746719,0.00315144,0.00896482,0.00145561,0.00390931,0.00069019,0.01862472,0.00200417,0.00221092,0,0.00718687,0.00143505,0.01119276,0.00677506,0.00290853,0.00401602,0.00463638,0.00428516,0.00047254,0,0.006179,0.00046907,0.00324073,0.00354833,0.00839038,0.00089681,0.01198801,0.0003159,0.00036731,0,0.00350711,0.00049793,0,0,0.00577861,0.0049921,0,0.00420254,0.00040203,0.00342091,0.00069456,0.00150865,0,0,0.00158496,0.00136346,0.00163243,0.00053458,0.00025122
"Bryantella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071489,0,0.00135125,0.00166307,0.00076008,0.00244664,0,0.00418201,0,0.00033843,0.00035313,0.00146906,0.00111937,0.00034642,0.0004218,0.00071259,0.00040897,0.00154478,0,0,0,0.00063555,0.00094835,0.0002369,0.00055957,0.00035836,0.00159406,0.00026142,0.00023426,0,0,0.00189451,0.0014616,0.00198954,0.00023941,0.00150452,0.00387555,0.00121921,0,0.00043876,0.00169458,0.00159694,0.00028807,0.00125397,0,0.00098305,0.00075459,0.00045504,0.0002548,0.00186387,0.00072845,0,0.00135761,0,0,0.00057736,0,0.00036715,0.00041616,0,0,0.0003862,0.00089446,0.0011904,0.00037822,0.00098178,0.00093491,0,0.00032855,0.00026828,0,0,0,0.00129413,0,0.00134087,0.00105956,0,8.727e-05,0.00128455,0.00126529,0.00062112,0.0008904,0.00034086,0.00127508,0.00047014,0.0005238,0.0018022,0.00115364,0.00298222,0.00163177,0.0010923,0.00080651,0.00078056,0.00062234,0,0.00084483,0.0001909,8.069e-05,0.00199335,0.004156,0,0.00097549,0.00048744,0.0004724,0.00090442,0.00189127,0.00179376,0.0013748,0.00119336,0.00303346,0.00023855,0.00289447,0.00034099,0.00012919,0.0002366,0.00286909,0,0.00084776,0.00020868,0.000731,0,0,0.00094409,0.00029628,0.00048874,0.0014052,0.00162086,0.00050776,0,0.0004489,0,0.0003159,0.00109993,0,0.00031405,0,0.00057866,0,0.00082637,0,0,0,0.00200615,0.00029838,0.00069456,0.00150865,0.00104016,0,0,0,0.00081671,0,0
"Mahella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002021,0,0,0,0,0,0,0.00025997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethanoligenens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089336,0,0,0,0,0.00049013,0.00033675,0,0,0,0,0.00036801,0,0,0,0.0002382,0,0,0,0,0.00037961,0.00127011,0.00094835,0.0009446,0,0.00107307,0,0.00078227,0,0,0.00039629,0,0.00087736,0,0,0,0.00029904,0.00010252,0,0,0,0,0,0.00062748,0.00094811,0,0,0,6.445e-05,0,0,0,0,0,0.00065726,0,0.00125188,0,0,0,0,0,0,0,0.00188711,0.00098178,0.00023448,0.0008378,0,0,0,0,0,0.00013031,0,0,0,0,0,0,0,0.00031106,0,0.00136044,0.00159361,0.00250306,3.004e-05,0.00043577,0.00148297,0,9.693e-05,0.00040306,0.00080651,0.00187194,0.00031167,0,0.00033853,0.0005707,0,0,0,0,0,0,0,0,0,0.00044919,0.00032425,0,0,4.851e-05,0,0,0,0.00129681,0,0.00105023,0.00084776,0.00041636,0.000366,0.00173927,0,0,0,0.00032616,0,0.00054095,0.00101452,0.00054225,0,0,0,0,0,0.00018883,0,0,0,0.00041369,0,0,0,0,7.535e-05,0,0,0,0,0,0,0,0.00106815,0.00050144
"Soehngenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074267,0,0,0,0,0,0,0,0,0,0.00064216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
